,flight_number,origin,dest
974,AA 2728,EWR,DFW
975,YX 6012,CMH,LGA
977,C5 4910,EWR,CMH
978,DL 2389,EWR,ATL
979,B6 883,JFK,MCO
980,DL 917,BOS,LGA
981,OO 3783,LGA,RIC
985,DL 2654,JFK,PHX
986,OO 4094,LGA,MKE
987,YX 3610,OKC,EWR
989,9E 3310,BUF,LGA
990,YX 3405,CHS,EWR
991,DL 2988,EWR,ATL
992,YX 4485,RIC,LGA
993,YX 4447,MSP,LGA
994,9E 5319,LGA,CVG
995,9E 5352,BGR,LGA
996,WN 1497,LGA,DEN
997,AA 2814,DFW,EWR
998,AA 16,SFO,JFK
999,B6 1389,EWR,SJU
1000,WN 382,MDW,EWR
1001,UA 715,SAT,EWR
1002,B6 490,MCO,JFK
1003,MQ 3637,LGA,CHO
1004,DL 2598,TPA,JFK
1005,MQ 3943,LGA,CMH
1006,YX 3516,EWR,EYW
1007,B6 6,FLL,EWR
1008,C5 5012,BUF,EWR
1009,AA 2136,BOS,LGA
1010,UA 1240,ORD,EWR
1012,AA 177,LGA,JAC
1013,B6 1185,JFK,RDU
1016,OO 4068,JFK,PIT
1018,AA 2461,LGA,ORD
1019,YX 3436,DCA,EWR
1020,EV 4394,EWR,DCA
1021,YX 3580,EWR,CVG
1024,YX 3641,MSP,EWR
1025,DL 1389,JFK,CLT
1027,WN 2077,LGA,BNA
1028,UA 2138,EWR,LAS
1029,UA 761,LGA,ORD
1030,MQ 3943,LGA,ILM
1031,AA 871,MIA,LGA
1032,B6 1290,SJU,EWR
1033,B6 2530,RSW,JFK
1034,WN 2362,LGA,ATL
1036,UA 1013,DEN,LGA
1037,OO 3858,JFK,SAV
1038,EV 4116,ROC,EWR
1039,DL 1133,JFK,AUS
1040,DL 834,LGA,DEN
1041,AA 1171,MIA,LGA
1042,AA 1891,EWR,CLT
1043,UA 1857,EWR,RSW
1045,UA 1417,EWR,MCO
1046,DL 2289,PBI,LGA
1047,DL 1287,MCO,LGA
1048,AA 1280,PHX,JFK
1049,YX 5891,BOS,LGA
1050,UA 299,EWR,CHS
1052,DL 2421,LAS,JFK
1053,UA 2193,ORD,EWR
1054,MQ 3349,EWR,ORD
1055,NK 921,LGA,MYR
1056,WN 2643,LGA,BNA
1057,UA 711,EWR,FLL
1058,UA 2139,EWR,ORD
1059,OO 5364,ORD,LGA
1060,AA 357,LGA,ORD
1062,YX 4371,STL,LGA
1063,AA 837,JFK,MIA
1064,DL 2543,DEN,JFK
1065,DL 1691,CHS,JFK
1066,UA 2121,IAH,EWR
1067,B6 423,JFK,LAX
1068,B6 199,LGA,MCO
1069,MQ 3420,LGA,BNA
1070,9E 5422,JFK,ORF
1071,MQ 4023,LGA,CLE
1072,B6 1633,BTV,JFK
1074,DL 428,JFK,LAX
1075,B6 1572,FLL,LGA
1076,YX 6082,BOS,JFK
1079,UA 1923,EWR,MIA
1080,YX 4659,LGA,MEM
1083,DL 797,AUS,JFK
1084,9E 5474,JFK,BNA
1086,AA 1407,DFW,LGA
1088,B6 1054,PBI,JFK
1090,UA 2319,SFO,EWR
1091,C5 4949,GSP,EWR
1092,MQ 3803,RDU,LGA
1093,DL 2944,MIA,LGA
1094,MQ 3796,JFK,BWI
1095,YX 4491,LGA,BNA
1096,YX 3692,EWR,JAX
1098,AS 229,JFK,LAX
1099,YX 3669,EWR,RDU
1101,WN 445,EWR,PHX
1102,UA 1699,EWR,DEN
1105,MQ 4148,JFK,ORF
1106,B6 1218,JFK,BOS
1107,MQ 3716,JFK,CMH
1108,DL 928,BOS,JFK
1109,DL 675,LGA,ATL
1110,9E 5254,MSP,EWR
1111,AA 2572,JFK,MIA
1114,9E 5244,JFK,ROC
1115,UA 693,LGA,ORD
1116,UA 1866,EWR,DFW
1117,DL 381,LGA,RSW
1118,AA 2136,LGA,BOS
1119,UA 1983,EWR,TPA
1120,C5 4897,BGR,EWR
1121,YX 5941,EWR,BOS
1122,DL 1214,ORD,LGA
1123,AA 10,LAX,JFK
1124,UA 2151,EWR,SEA
1125,B6 1224,LAX,JFK
1126,YX 6084,LGA,MSN
1127,C5 4991,CVG,EWR
1128,C5 4991,EWR,MSN
1129,OO 3875,MSP,EWR
1130,UA 1298,PBI,EWR
1131,DL 453,JFK,LAX
1132,9E 3406,MSN,LGA
1133,B6 720,ATL,JFK
1134,YX 3565,MCI,EWR
1135,UA 213,SFO,EWR
1137,AA 1283,BOS,JFK
1139,YX 6089,CLE,LGA
1140,OO 3938,ORD,LGA
1142,B6 1290,FLL,EWR
1143,WN 1255,HOU,LGA
1144,9E 3401,LGA,STL
1145,B6 2923,JFK,LAX
1146,AA 2809,LGA,MIA
1147,B6 2990,MCO,JFK
1148,OO 2979,EWR,ORD
1149,DL 1875,TPA,LGA
1150,YX 3413,CLE,EWR
1152,AA 2157,BOS,LGA
1153,B6 828,MCO,EWR
1154,B6 263,JFK,SEA
1155,DL 757,SFO,JFK
1156,DL 2350,ATL,JFK
1157,AA 1539,CLT,EWR
1158,OO 4080,LGA,GSO
1159,9E 5095,BUF,JFK
1160,YX 4635,LGA,BNA
1162,B6 15,JFK,SFO
1163,YX 6063,PIT,LGA
1164,AA 2121,LGA,BOS
1165,YX 6073,LGA,RSW
1166,DL 874,DTW,LGA
1167,YX 4322,DCA,LGA
1168,OO 3757,JFK,SAV
1169,WN 2216,MDW,LGA
1171,DL 1796,MSP,LGA
1173,DL 1585,LAS,JFK
1174,B6 516,SFO,JFK
1175,UA 687,EWR,IAH
1176,YX 5903,CMH,LGA
1177,YX 6013,MSN,LGA
1178,MQ 3666,JFK,CLE
1180,YX 3461,RDU,EWR
1181,UA 259,TPA,EWR
1182,YX 3657,EWR,MKE
1184,UA 2321,PHX,EWR
1186,OO 4208,CLE,JFK
1187,YX 3425,EWR,PIT
1188,NK 1150,MSY,EWR
1190,DL 870,MCO,LGA
1191,YX 6060,PIT,LGA
1193,AS 468,LAX,JFK
1194,F9 647,LGA,CVG
1195,AA 1626,LGA,MIA
1196,DL 1057,LAS,JFK
1197,YX 5971,RIC,LGA
1198,DL 870,LGA,MCO
1199,YX 3455,RDU,EWR
1200,AA 359,DFW,LGA
1201,9E 3325,LGA,MCI
1202,C5 4973,EWR,PVD
1203,EV 4354,EWR,SYR
1204,WN 952,LGA,MCI
1205,9E 3493,LGA,ROC
1206,DL 961,JFK,SAN
1207,9E 3281,JFK,CLT
1208,9E 5153,JAX,LGA
1211,B6 1105,JFK,ORD
1213,9E 5316,LGA,GRR
1214,WN 1754,DEN,EWR
1215,MQ 3829,JFK,BNA
1216,YX 4478,LGA,XNA
1217,YX 3698,EWR,DCA
1218,YX 6125,LGA,PIT
1219,UA 1637,EWR,RDU
1220,WN 962,ATL,LGA
1223,B6 719,JFK,ATL
1224,C5 4947,BGR,EWR
1225,9E 5121,RDU,JFK
1226,B6 677,JFK,JAX
1227,G4 1915,EWR,VPS
1229,DL 1265,LGA,MCO
1230,OO 3800,LGA,CLE
1231,DL 1445,SFO,JFK
1232,YX 3453,PIT,EWR
1233,AA 2144,LGA,DCA
1234,YX 3622,EWR,CHS
1236,WN 771,MDW,EWR
1237,UA 1796,SFO,EWR
1238,YX 4319,LGA,DCA
1239,AA 771,CMH,LGA
1240,EV 4231,EWR,CHS
1242,AS 59,JFK,SJC
1243,UA 1249,LGA,ORD
1244,WN 2826,LGA,DEN
1245,OO 3611,RIC,JFK
1246,MQ 3623,DTW,LGA
1248,YV 6358,IAH,LGA
1250,B6 2503,JFK,SJU
1252,UA 2271,LAS,EWR
1254,DL 2593,TPA,JFK
1255,9E 3360,RSW,LGA
1256,C5 4932,CVG,EWR
1257,YX 3408,BOS,EWR
1258,B6 1472,FLL,LGA
1259,B6 1323,JFK,LAX
1263,AA 1788,LGA,CLT
1264,YX 3598,ORD,LGA
1265,YX 5894,LGA,BOS
1266,9E 5385,LGA,CLT
1267,WN 1382,LGA,ATL
1268,9E 5229,LGA,CLE
1269,B6 149,JFK,PSP
1270,AA 2572,MIA,JFK
1271,UA 897,BNA,EWR
1273,9E 5231,JFK,PWM
1275,DL 2052,MSP,EWR
1277,WN 4943,MSY,LGA
1278,AA 2825,JFK,CLT
1279,UA 1549,TPA,EWR
1280,EV 4206,IND,EWR
1281,G7 6173,DTW,EWR
1282,G4 1313,EWR,CVG
1283,UA 788,EWR,SNA
1286,DL 1094,JFK,FLL
1287,UA 1837,EWR,AUS
1288,C5 4981,EWR,SYR
1289,B6 415,JFK,SFO
1290,9E 3317,JFK,CLE
1293,UA 1269,SLC,EWR
1294,B6 1502,FLL,JFK
1295,WN 1782,ATL,LGA
1297,9E 5054,PWM,LGA
1298,DL 2406,EWR,ATL
1299,AS 237,JFK,LAX
1301,EV 4013,BUF,EWR
1303,UA 1065,MSY,EWR
1304,B6 502,FLL,JFK
1305,AA 2485,EWR,ORD
1306,DL 2118,LGA,IAH
1307,C5 4917,PWM,EWR
1309,9E 3483,RIC,LGA
1311,C5 4901,CHS,EWR
1313,UA 1257,EWR,SFO
1314,B6 168,OAK,JFK
1315,DL 2639,JFK,SEA
1316,AA 2731,CLT,JFK
1317,YX 3419,EWR,DTW
1318,WN 4609,LGA,STL
1319,UA 639,ORD,LGA
1320,DL 2822,PDX,JFK
1321,YX 3551,EWR,IND
1322,DL 468,LAX,JFK
1323,MQ 3524,PIT,JFK
1325,DL 2412,JFK,ATL
1326,OO 3736,LGA,MKE
1328,AA 2305,JFK,SFO
1330,9E 5354,IAD,JFK
1333,UA 1877,EWR,SNA
1335,YX 3554,EWR,RDU
1336,UA 2072,EWR,CLT
1337,UA 247,EWR,FLL
1338,DL 1830,SLC,JFK
1339,YX 3664,SRQ,EWR
1341,MQ 3521,LGA,CLE
1342,NK 327,EWR,IAH
1344,WN 611,LGA,MDW
1345,YX 6074,LGA,BOS
1346,NK 705,LGA,FLL
1347,DL 1473,SJU,JFK
1348,C5 4955,JAX,EWR
1349,B6 812,RSW,EWR
1351,C5 4899,EWR,SYR
1352,AA 1500,JFK,CLT
1353,YX 6056,LGA,BOS
1354,9E 5271,JFK,BUF
1355,WN 664,HOU,LGA
1357,9E 5443,BWI,JFK
1358,DL 2648,JFK,ATL
1359,AA 2162,LGA,BOS
1360,YX 6070,LGA,STL
1361,DL 447,JFK,LAX
1362,UA 675,LGA,IAH
1364,EV 4108,ORF,EWR
1366,OO 4087,LGA,SYR
1367,OO 3779,ORD,LGA
1368,WN 4456,FLL,EWR
1369,YX 3452,PIT,EWR
1370,YX 6014,BOS,LGA
1371,9E 3364,SYR,JFK
1373,9E 3432,CVG,LGA
1374,AA 1490,LGA,DFW
1375,B6 2979,BOS,EWR
1376,EV 4355,STL,EWR
1378,AA 1891,CLT,EWR
1379,B6 90,SAN,JFK
1380,UA 446,MCO,EWR
1381,B6 66,ABQ,JFK
1382,EV 4119,EWR,RIC
1383,WN 2477,STL,EWR
1384,G7 6183,EWR,RDU
1386,DL 1565,LGA,MCO
1387,G7 6301,EWR,DTW
1388,YX 5887,LGA,RDU
1389,MQ 3727,RIC,LGA
1390,AS 1023,JFK,SFO
1391,UA 2340,PIT,EWR
1392,OO 3747,BOS,LGA
1393,B6 1280,EWR,BOS
1394,B6 842,SAV,JFK
1396,B6 202,FLL,JFK
1397,C5 4961,MSN,EWR
1398,OO 3941,LGA,ORD
1399,YX 3403,EWR,OMA
1401,B6 2901,JFK,FLL
1402,UA 2006,EWR,SFO
1403,9E 5367,CLE,LGA
1404,UA 2216,EWR,DEN
1406,AA 2118,BOS,LGA
1407,DL 1993,JFK,ATL
1408,UA 552,EWR,TPA
1409,AA 381,ORD,LGA
1410,C5 4951,ORF,EWR
1411,9E 5234,LGA,JAX
1412,UA 355,EWR,IAH
1413,AA 2214,SAT,JFK
1414,YX 4318,DCA,LGA
1415,WN 4378,LGA,MCI
1416,UA 2080,EWR,SFO
1417,OO 3641,ORD,JFK
1418,UA 1999,LAS,EWR
1420,MQ 3866,BWI,JFK
1421,MQ 3970,LGA,ORF
1422,B6 863,HYA,JFK
1423,UA 2258,ORD,LGA
1425,G7 6252,EWR,DTW
1426,UA 2429,EWR,DEN
1427,MQ 3773,CLE,LGA
1429,UA 343,EWR,PBI
1430,DL 2915,JFK,DEN
1432,AA 1333,EWR,PHX
1433,B6 71,JFK,SLC
1435,YX 5959,LGA,DFW
1436,UA 2304,LAX,EWR
1437,B6 18,JFK,BOS
1438,YX 5885,RDU,LGA
1441,9E 5249,GSO,LGA
1442,YX 3555,EWR,SRQ
1443,YX 3536,DCA,EWR
1444,9E 5082,LGA,GSP
1445,UA 550,TPA,EWR
1446,9E 3396,JFK,PWM
1447,B6 1418,JFK,BOS
1448,AA 2652,JFK,SFO
1449,AA 2371,EWR,PHX
1450,9E 5156,CVG,LGA
1451,9E 3448,JFK,PWM
1452,UA 1489,EWR,PBI
1453,DL 1162,LAX,JFK
1455,DL 322,LGA,DFW
1456,YX 3521,EWR,MSP
1458,UA 2062,EWR,BOS
1459,OO 3835,LGA,BHM
1460,9E 3393,LGA,XNA
1465,9E 3404,JFK,SYR
1466,EV 4158,EWR,AVL
1468,DL 2830,JFK,PBI
1469,B6 2807,PWM,JFK
1473,EV 4008,BUF,EWR
1474,AS 1024,SFO,JFK
1475,UA 2044,SFO,EWR
1476,UA 2206,RSW,EWR
1477,DL 748,EWR,DTW
1478,C5 4975,DCA,EWR
1479,9E 5108,LGA,LEX
1480,UA 443,IAH,EWR
1481,B6 2601,BUF,JFK
1482,WN 568,MDW,EWR
1485,9E 5116,MKE,LGA
1486,AA 2186,LGA,RDU
1487,AA 349,ORD,LGA
1489,WN 223,LGA,STL
1490,YX 3426,CMH,EWR
1491,B6 34,JFK,BTV
1492,DL 896,LGA,ATL
1493,DL 1982,MIA,LGA
1495,B6 1332,LGA,BOS
1496,9E 3390,ROC,LGA
1497,YX 6040,IND,LGA
1498,DL 842,LGA,DTW
1499,YX 3451,PIT,EWR
1501,WN 561,BNA,EWR
1504,UA 485,EWR,DEN
1505,YX 3415,EWR,CLT
1507,YX 4698,SDF,LGA
1508,B6 2379,BOS,EWR
1509,AS 334,SFO,EWR
1510,YX 3605,OMA,EWR
1511,B6 124,LAX,JFK
1512,UA 1213,LGA,ORD
1513,UA 2214,DEN,LGA
1514,YX 3749,EWR,SDF
1515,YX 3449,EWR,STL
1516,MQ 3320,LGA,ILM
1519,DL 182,SEA,JFK
1520,AA 1942,CLT,LGA
1521,B6 2002,JFK,BUF
1522,AS 657,JFK,SFO
1524,DL 794,MSP,EWR
1525,B6 1124,LAX,JFK
1526,DL 1607,EWR,DTW
1527,DL 2181,MCO,LGA
1528,DL 973,DTW,LGA
1529,G7 6200,EWR,DTW
1530,9E 5154,LGA,STL
1531,UA 1087,RDU,EWR
1532,DL 1473,MCO,JFK
1533,WN 739,MCI,LGA
1534,YX 5973,JFK,CMH
1535,9E 3303,DSM,LGA
1537,MQ 3549,LGA,PWM
1539,UA 746,SFO,EWR
1540,DL 2243,MSP,LGA
1541,YX 4500,MSP,LGA
1542,DL 1835,PBI,JFK
1543,B6 1272,FLL,LGA
1544,WN 846,MCI,LGA
1545,UA 748,IAH,EWR
1547,NK 847,LGA,ORD
1548,DL 40,LAX,JFK
1549,UA 1537,LAS,EWR
1550,9E 3340,LGA,ROC
1552,UA 1990,EWR,BOS
1553,DL 2169,MIA,LGA
1555,9E 3402,PIT,LGA
1557,AA 1142,MIA,JFK
1559,AS 470,LAX,JFK
1560,AS 162,LAX,EWR
1561,AS 1399,JFK,LAX
1562,UA 1708,FLL,EWR
1564,WN 2989,EWR,MDW
1566,NK 347,LGA,MYR
1567,YX 4506,BNA,LGA
1570,AA 2153,DCA,LGA
1571,AA 1263,LGA,DFW
1572,9E 3485,LGA,CVG
1574,UA 2378,MCO,EWR
1576,AA 306,JFK,LAX
1577,YX 4606,STL,LGA
1578,DL 895,LAX,JFK
1579,YX 3515,CMH,EWR
1580,OH 5450,DAY,LGA
1581,UA 704,IAH,EWR
1582,C5 4919,CHS,EWR
1583,MQ 4195,CMH,LGA
1584,UA 1573,LGA,ORD
1587,EV 4208,MEM,EWR
1589,YX 5891,BOS,JFK
1590,9E 5060,JFK,DFW
1591,DL 2571,SJU,JFK
1593,AA 1556,LGA,MIA
1595,DL 1839,MCO,LGA
1596,EV 4458,EWR,IND
1598,YX 4589,STL,LGA
1599,B6 698,MCO,LGA
1600,UA 600,EWR,LAX
1601,B6 1729,JFK,RSW
1602,DL 2415,ATL,EWR
1603,UA 2337,LAS,EWR
1605,DL 1372,JFK,AUS
1606,UA 1538,EWR,PBI
1609,YX 3721,MKE,EWR
1610,DL 1231,EWR,DTW
1611,B6 2580,EWR,BOS
1612,9E 5018,LGA,CAE
1613,YX 4334,DCA,LGA
1615,YX 5895,LGA,DCA
1616,YX 4504,RDU,LGA
1617,YX 4362,TYS,LGA
1619,DL 545,BOS,LGA
1620,DL 2974,PDX,JFK
1621,9E 5179,PIT,JFK
1623,DL 2383,DFW,LGA
1624,MQ 3610,LGA,CVG
1625,DL 715,BOS,LGA
1626,UA 2411,EWR,SMF
1628,WN 4711,ATL,LGA
1629,B6 631,BOS,LGA
1630,DL 889,DTW,EWR
1631,YX 6024,LGA,BOS
1632,DL 430,JFK,SFO
1633,DL 306,ORD,LGA
1634,9E 3480,IND,JFK
1635,OO 4018,LGA,CLE
1636,9E 3371,ROC,JFK
1639,WN 2186,TPA,LGA
1644,YX 4317,LGA,DCA
1645,DL 2748,FLL,LGA
1647,DL 1778,LGA,RSW
1648,DL 1894,LGA,BOS
1649,UA 2275,EWR,RSW
1650,EV 4061,ORD,LGA
1651,DL 801,LGA,MSY
1653,AA 76,JFK,SFO
1654,DL 2769,LGA,ATL
1657,YX 4637,PIT,LGA
1658,MQ 3749,JFK,ORF
1659,UA 2312,CHS,EWR
1660,UA 408,IAH,EWR
1662,YX 3500,EWR,SYR
1663,AA 332,MIA,LGA
1664,UA 509,ORD,LGA
1665,YX 5893,DCA,LGA
1666,UA 1858,IAH,EWR
1667,AA 56,JFK,LAX
1668,B6 1473,JFK,CHS
1669,DL 1903,LGA,MSP
1671,EV 4133,EWR,DTW
1673,9E 5213,JFK,IND
1674,YX 4660,LGA,DTW
1675,YX 5872,LGA,RDU
1677,DL 2775,ORD,LGA
1681,DL 1762,JFK,LAX
1682,WN 659,OAK,EWR
1684,UA 1601,MCO,EWR
1685,YX 4557,LGA,STL
1686,B6 1201,JFK,FLL
1687,NK 1013,EWR,RSW
1688,YX 4359,TYS,LGA
1689,AA 295,LGA,ORD
1691,EV 4458,TYS,EWR
1693,OO 4252,LGA,ORD
1694,YX 3422,DCA,EWR
1695,C5 5020,GSO,EWR
1696,AA 250,JFK,PHX
1698,UA 1180,EWR,ORD
1699,DL 214,IAH,JFK
1700,UA 1823,ORD,LGA
1701,AA 1888,CLT,EWR
1702,AS 1063,JFK,SEA
1703,AA 331,JFK,LAX
1705,AS 7,JFK,SEA
1710,UA 699,EWR,FLL
1711,B6 354,ONT,JFK
1712,C5 4978,ORF,EWR
1713,9E 5258,LGA,BTV
1714,9E 3491,CVG,LGA
1715,WN 1266,EWR,MDW
1716,YX 3445,EWR,PIT
1717,EV 4225,CLE,LGA
1718,9E 5498,BOS,JFK
1720,OO 3881,JFK,RIC
1721,UA 2217,EWR,DEN
1724,YX 3478,EWR,CMH
1725,UA 303,DEN,LGA
1727,OO 4751,RIC,LGA
1728,9E 3403,LGA,XNA
1729,9E 5267,LGA,MSY
1730,UA 2098,LGA,IAH
1731,UA 463,LGA,ORD
1733,UA 2143,CLE,EWR
1734,MQ 3320,JFK,CVG
1736,DL 998,DFW,LGA
1737,DL 2185,FLL,JFK
1738,AA 1382,EWR,DFW
1739,MQ 3770,PIT,LGA
1740,YX 6059,LGA,RDU
1741,WN 1008,LGA,STL
1742,EV 4329,PWM,EWR
1743,AA 2369,JFK,PHX
1744,OO 4091,LGA,SYR
1745,G4 1214,EWR,AVL
1746,C5 4973,EWR,JAX
1748,NK 1159,EWR,MCO
1749,YX 3643,EWR,CLT
1751,C5 4991,MHT,EWR
1752,9E 3351,JFK,IAD
1753,C5 4942,EWR,JAX
1754,DL 2850,JFK,ATL
1756,UA 649,LGA,IAH
1757,9E 3496,BUF,JFK
1758,9E 5318,MSP,EWR
1759,YX 6046,BOS,JFK
1761,YX 5927,LGA,BHM
1762,DL 2175,MIA,JFK
1764,9E 5164,STL,LGA
1766,YX 5961,LGA,BOS
1767,YX 3744,EWR,PVD
1768,AS 479,JFK,PDX
1769,DL 2423,JFK,MSP
1772,C5 4990,EWR,ROC
1773,AA 349,LGA,ORD
1774,MQ 4055,RDU,JFK
1776,B6 1563,JFK,SRQ
1777,B6 153,JFK,PBI
1778,UA 758,EWR,LAX
1779,AS 1059,JFK,SEA
1780,9E 5314,CHA,LGA
1782,YX 6085,IND,LGA
1784,UA 1173,SJU,EWR
1785,AA 2137,BOS,LGA
1786,C5 4931,EWR,CHS
1788,UA 683,EWR,BUF
1792,DL 795,JFK,PDX
1794,UA 1402,SEA,EWR
1795,UA 1078,BOS,EWR
1797,YX 6067,LGA,RDU
1798,UA 490,EWR,ROC
1799,B6 1504,SJU,JFK
1801,C5 4980,EWR,CVG
1802,DL 449,JFK,HNL
1806,DL 896,LGA,MIA
1808,YX 3456,DFW,EWR
1811,MQ 3354,ORF,LGA
1812,9E 5274,RDU,JFK
1815,YX 3441,BTV,EWR
1818,9E 5244,MVY,LGA
1819,9E 3387,MKE,LGA
1820,YX 3714,SAT,EWR
1822,WN 454,LGA,BNA
1823,MQ 4146,STL,LGA
1824,DL 302,SEA,JFK
1825,YX 5895,LGA,PWM
1826,UA 2352,EWR,LAS
1827,DL 1488,TPA,LGA
1828,YX 5977,LGA,IND
1829,9E 5133,CLE,JFK
1830,UA 985,FLL,EWR
1831,MQ 3343,RDU,LGA
1832,YX 5892,LGA,SDF
1833,YX 4546,LGA,PBI
1836,9E 5403,JFK,CLE
1837,YX 3582,CMH,EWR
1838,DL 2807,LGA,DTW
1839,DL 1274,MIA,JFK
1842,YX 5904,LGA,GSP
1843,DL 1131,LGA,FLL
1844,DL 2592,JFK,SLC
1845,MQ 3623,LGA,DTW
1851,EV 4257,EWR,CLE
1852,YX 3457,EWR,GSP
1853,AA 1056,LGA,DFW
1857,DL 1496,LGA,MSP
1859,AA 2068,CLT,LGA
1860,YX 3524,EWR,OMA
1863,AA 2505,EWR,CLT
1864,NK 1520,FLL,EWR
1865,AA 74,LGA,PHL
1866,YX 3456,EWR,CLT
1867,9E 5301,ORF,JFK
1868,DL 2244,JFK,MCO
1869,EV 4080,EWR,RIC
1870,YX 5916,LGA,CMH
1871,C5 4900,CMH,EWR
1874,YX 6009,LGA,IND
1875,B6 2101,BUF,JFK
1876,AA 2133,LGA,DCA
1878,OO 3779,GSO,LGA
1879,C5 4974,RIC,EWR
1881,9E 3440,LGA,ROC
1882,C5 4920,EWR,PWM
1883,B6 871,JFK,SLC
1884,MQ 3915,LGA,RDU
1885,EV 4031,BNA,EWR
1886,DL 732,BOS,LGA
1889,NK 718,DFW,LGA
1890,OO 4060,LGA,RIC
1892,AA 2822,DFW,LGA
1894,YX 6012,LGA,CMH
1895,9E 5253,BTV,JFK
1896,YX 5952,LGA,DCA
1899,9E 3339,RIC,LGA
1900,DL 2604,LGA,TPA
1901,9E 3315,GSO,LGA
1902,UA 1282,EWR,BOS
1903,DL 1592,CHS,JFK
1907,EV 4113,EWR,IND
1908,YX 4652,RDU,LGA
1909,UA 1293,EWR,CLE
1910,UA 2383,EWR,DFW
1913,C5 4975,EWR,ROC
1915,DL 2292,LGA,MSP
1919,UA 508,EWR,IAH
1921,UA 2106,EWR,IAD
1922,UA 2250,IAD,EWR
1923,UA 295,EWR,BNA
1924,UA 327,BZN,EWR
1925,9E 5295,ORF,LGA
1926,DL 1182,MSY,LGA
1927,UA 1929,SEA,EWR
1928,C5 4934,EWR,ACK
1929,WN 1598,HOU,LGA
1930,AA 2718,CLT,EWR
1931,EV 4334,ORD,LGA
1932,UA 416,EWR,BOS
1934,DL 2231,DTW,LGA
1935,UA 1727,MCO,EWR
1936,YX 6050,CLE,JFK
1937,B6 1143,EWR,PBI
1938,OO 3704,ORD,JFK
1939,OO 4759,GSO,LGA
1941,MQ 3938,CVG,LGA
1944,9E 5393,TYS,LGA
1945,C5 4947,JAX,EWR
1946,MQ 3653,JFK,PIT
1947,UA 2297,ORD,EWR
1948,EV 4073,EWR,BTV
1949,EV 4414,EWR,MSN
1950,AA 336,ORD,LGA
1952,MQ 3459,EWR,ORD
1954,OO 3732,MKE,LGA
1955,EV 4136,EWR,CMH
1956,G7 6236,DTW,EWR
1958,9E 5433,JFK,ORD
1959,OO 4052,JFK,RIC
1961,DL 838,LGA,MIA
1962,AA 1267,CLT,JFK
1963,AS 317,EWR,SFO
1966,AS 1022,SFO,JFK
1967,OO 3530,ORD,JFK
1969,OO 3926,MSP,EWR
1970,DL 1048,CLT,JFK
1971,UA 475,EWR,ATL
1972,DL 1664,JFK,JAX
1974,9E 5022,JFK,DCA
1977,YX 5883,LGA,STL
1978,DL 2248,DTW,LGA
1979,9E 5186,JFK,CLT
1981,AA 1506,MIA,EWR
1982,AA 336,LGA,ORD
1983,DL 2464,TPA,JFK
1984,YX 3588,RDU,EWR
1985,9E 5066,PIT,LGA
1986,YX 3504,EWR,SDF
1989,C5 4980,SYR,EWR
1990,B6 794,AUS,JFK
1992,DL 2496,MSP,JFK
1993,9E 5067,JFK,CVG
1994,YX 3687,LGA,ORD
1995,DL 2341,JFK,ATL
1998,OO 3649,CHS,LGA
1999,9E 3285,PWM,LGA
2002,DL 1942,ATL,EWR
2004,WN 1754,MDW,LGA
2005,DL 1902,LGA,ORD
2006,B6 224,LAX,JFK
2007,UA 2219,MCO,EWR
2010,DL 2638,CLT,JFK
2013,AA 25,ORD,LGA
2014,MQ 3818,LGA,RIC
2015,UA 210,AUS,EWR
2017,C5 4946,EWR,ALB
2021,DL 592,SFO,JFK
2022,OO 3839,BHM,LGA
2023,UA 1877,TPA,EWR
2024,UA 410,ATL,EWR
2025,WN 4879,ATL,LGA
2026,WN 2568,ATL,LGA
2027,C5 4894,EWR,CAK
2029,DL 2302,MCO,JFK
2031,C5 4983,EWR,MKE
2032,WN 2238,MDW,LGA
2033,9E 5232,CVG,LGA
2034,YX 4321,LGA,DCA
2035,B6 233,BTV,JFK
2038,WN 775,LGA,MKE
2039,B6 1623,JFK,LAX
2042,AA 1196,EWR,MIA
2044,EV 4130,EWR,MKE
2046,DL 1097,JFK,AUS
2048,B6 1630,RSW,JFK
2049,AA 304,DFW,JFK
2050,AA 2643,JFK,CLT
2051,B6 553,JFK,PBI
2052,G4 2514,EWR,SAV
2054,UA 251,IAH,LGA
2055,WN 788,EWR,FLL
2056,AA 33,JFK,LAX
2058,EV 4308,CLE,LGA
2059,YX 4504,CHS,LGA
2060,B6 1183,JFK,MCO
2062,WN 421,MCI,LGA
2063,DL 419,JFK,LAS
2065,G7 6221,DTW,EWR
2067,YX 4528,LGA,CMH
2068,WN 2985,AUS,EWR
2070,UA 2337,EWR,BNA
2071,YX 6057,LGA,BOS
2073,AA 1311,MIA,LGA
2074,EV 4202,EWR,STL
2075,YX 6054,LGA,BOS
2076,OO 3811,RIC,LGA
2077,WN 4085,EWR,DEN
2078,UA 1527,EWR,MCO
2079,NK 504,MSY,EWR
2080,WN 798,HOU,LGA
2081,UA 2422,ORD,LGA
2082,DL 2398,EWR,ATL
2083,DL 483,RSW,JFK
2085,AS 1406,LAX,JFK
2087,UA 1974,MIA,EWR
2088,UA 628,PBI,EWR
2090,UA 1166,ORD,LGA
2091,B6 2358,BUR,JFK
2092,AA 2131,BOS,LGA
2093,OO 4035,JFK,BNA
2095,WN 1782,LGA,MCI
